"","site","year_mo","year","plotID","easting","northing","latitude","longitude","Dominant_NLCD_Classes","NLCD_Classes_Abb","shannon_exotic","evenness_exotic","nspp_exotic","shannon_notexotic","evenness_notexotic","nspp_notexotic","shannon_native","evenness_native","nspp_native","shannon_unknown","evenness_unknown","nspp_unknown","rel_cover_native","rel_cover_unknown","rel_cover_exotic","cover_native","cover_unknown","cover_exotic","rel_cover_notexotic","cover_notexotic","shannon_total","evenness_total","nspp_total","shannon_family","evenness_family","nfamilies","scale","invaded","turnover","nestedness","mean.max.canopy.ht.aop","max.canopy.ht.aop","rumple.aop","deepgap.fraction.aop","cover.fraction.aop","top.rugosity.aop","vert.sd.aop","vertCV.aop","sd.sd.aop","entropy.aop","GFP.AOP.aop","VAI.AOP.aop","VCI.AOP.aop","q25.aop","q50.aop","ID2","system.index","easting","first","northing","plotID","site","year","year_mo",".geo","p_IDn","plotID","pointID","country","state","county","domain","domainID","siteName","siteID","plotType","subtype","subSpec","plotSize","plotDim","latitude","longitude","datum","utmZone","easting","northing","horzUncert","elevation","vertUncert","minElev","maxElev","slope","aspect","nlcdClass","soilOrder","coordSrc","date","gpsLogs","plotPdop","plotHdop","appMods","plotEdge","p_IDn","ID2"
"333","DEJU","2017-07",2017,"DEJU_009",560933.069,7081260.415,63.853315,-145.760668,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,2.068345234,0.09849263,21,2.029110859,0.101455543,20,0,0,0,1,0,0,19.85416667,0,0,1,20.08333333,2.068345234,0.09849263,21,1.549166082,0.119166622,13,"plot","not_invaded",0.60130719,0.113646081,0.969691099,10.532,1.834237734,0.133786848,0.866213152,1.527163146,2.292687485,0.694180081,0.282960539,0.46683032,0.864355982,3.40380628,0.46683032,1.86,2.945,"2017DEJU_009560933.069","00000000000000000017",560933.069,NA,7081260.415,"DEJU_009","DEJU",2017,"2017-07","{""type"":""Point"",""coordinates"":[-145.76066929771073,63.85331486940584]}","DEJU_009560933.0697081260.415","DEJU_009","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.853315,-145.760668,"WGS84","6N",560933.069,7081260.415,0.1,567.41,0.1,566.23,568.77,0.29,296,"evergreenForest","Gelisols","Geo 7X",20150519,1183,2.4,1.1,"bgc|cdw|cfc|dhp|div|hbp|sme|vst",40,"DEJU_009560933.0697081260.415","2017DEJU_009560933.069"
"345","DEJU","2017-07",2017,"DEJU_016",560962.224,7081769.228,63.857875,-145.759874,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,1.752480891,0.092235836,19,1.752480891,0.092235836,19,0,0,0,1,0,0,30.14583333,0,0,1,30.14583333,1.752480891,0.092235836,19,1.316789692,0.146309966,9,"plot","not_invaded",0.569444444,0.128116531,1.096456853,6.075,1.843062261,0.106575964,0.893424036,1.43988746,1.912726646,0.681634167,0.840312504,0.435695889,0.816890427,2.557589614,0.435695889,1.185,2.68,"2017DEJU_016560962.224","00000000000000000018",560962.224,NA,7081769.228,"DEJU_016","DEJU",2017,"2017-07","{""type"":""Point"",""coordinates"":[-145.75987557772325,63.85787652978351]}","DEJU_016560962.2247081769.228","DEJU_016","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.857875,-145.759874,"WGS84","6N",560962.224,7081769.228,0.17,574.39,0.19,572.82,576.19,2.63,52,"evergreenForest","Gelisols","Geo 7X",20150520,645,2.1,1,"cdw|cfc|dhp|div|hbp|vst",40,"DEJU_016560962.2247081769.228","2017DEJU_016560962.224"
"348","DEJU","2017-07",2017,"DEJU_018",561233.595,7079551.74,63.837932,-145.755235,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,1.942197984,0.102220947,19,1.931876611,0.107326478,18,0,0,0,1,0,0,21.39583333,0,0,1,21.4375,1.942197984,0.102220947,19,1.315245387,0.119567762,11,"plot","not_invaded",0.507042254,0.137627797,0.689294906,5.81,1.733828221,0.156462585,0.843537415,1.155895984,1.667799286,0.531033964,0.562250355,0.422836051,0.799334641,3.567954658,0.422836051,2.135,3.185,"2017DEJU_018561233.595","00000000000000000019",561233.595,NA,7079551.74,"DEJU_018","DEJU",2017,"2017-07","{""type"":""Point"",""coordinates"":[-145.75523365352657,63.83793097077147]}","DEJU_018561233.5957079551.74","DEJU_018","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.837932,-145.755235,"WGS84","6N",561233.595,7079551.74,0.1,553.02,0.1,552.9,553.75,0.92,315,"evergreenForest","Gelisols","Geo 7X",20150513,302,2,1,"cdw|cfc|dhp|div|hbp|vst",40,"DEJU_018561233.5957079551.74","2017DEJU_018561233.595"
"353","DEJU","2017-07",2017,"DEJU_006",561592.668,7079251.002,63.835171,-145.748058,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,2.377004503,0.09142325,26,2.340718185,0.097529924,24,0.450561209,0.225280604,2,0.990299111,0.009700889,0,25.52083333,0.25,0,1,25.77083333,2.377004503,0.09142325,26,1.581580926,0.098848808,16,"plot","not_invaded",0.666666667,0.070357555,0.756013298,10.607,1.541840651,0.14739229,0.85260771,1.728193686,3.099098779,0.700432422,NA,0.529366506,0.84913601,3.514546586,0.529366506,1.98,3.88,"2017DEJU_006561592.668","0000000000000000001a",561592.668,NA,7079251.002,"DEJU_006","DEJU",2017,"2017-07","{""type"":""Point"",""coordinates"":[-145.7480589599316,63.835170787219376]}","DEJU_006561592.6687079251.002","DEJU_006","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.835171,-145.748058,"WGS84","6N",561592.668,7079251.002,0.1,544.83,0.1,539.8,548.06,10.37,103.8,"evergreenForest","Gelisols","Geo 7X",20150514,303,2.5,1.1,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40,"DEJU_006561592.6687079251.002","2017DEJU_006561592.668"
"341","DEJU","2017-07",2017,"DEJU_014",561623.434,7078802.279,63.831139,-145.747612,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,2.11608283,0.049211229,43,2.089747233,0.050969445,41,0.562335145,0.281167572,2,0.994326241,0.005673759,0,29.20833333,0.166666667,0,1,29.375,2.11608283,0.049211229,43,1.814728095,0.075613671,24,"plot","not_invaded",0.774193548,0.052473118,2.851369231,14.42,2.444860877,0.115646259,0.884353741,3.119368606,2.977553864,0.6038764,0.832364137,0.537168514,0.872434114,4.218897933,0.537168514,3.05,4.6,"2017DEJU_014561623.434","0000000000000000001b",561623.434,NA,7078802.279,"DEJU_014","DEJU",2017,"2017-07","{""type"":""Point"",""coordinates"":[-145.74761304982624,63.83113975986706]}","DEJU_014561623.4347078802.279","DEJU_014","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.831139,-145.747612,"WGS84","6N",561623.434,7078802.279,0.16,544.33,0.15,544.06,545.69,0,0,"evergreenForest","Gelisols","Geo 7X",20150513,373,2.5,1.5,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40,"DEJU_014561623.4347078802.279","2017DEJU_014561623.434"
"337","DEJU","2017-07",2017,"DEJU_028",561772.706,7083061.027,63.869323,-145.742874,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,2.632427365,0.084917012,31,2.596837151,0.086561238,30,0,0,0,1,0,0,22.16666667,0,0,1,22.45833333,2.632427365,0.084917012,31,1.703238773,0.121659912,14,"plot","not_invaded",0.673913043,0.051696713,0.254966921,4.858,1.277193542,0.111111111,0.888888889,0.670248992,1.327718837,0.409104316,NA,0.373946052,0.629352152,5.724401762,0.373946052,2.59,3.11,"2017DEJU_028561772.706","0000000000000000001c",561772.706,NA,7083061.027,"DEJU_028","DEJU",2017,"2017-07","{""type"":""Point"",""coordinates"":[-145.74287302540642,63.86932304218772]}","DEJU_028561772.7067083061.027","DEJU_028","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.869323,-145.742874,"WGS84","6N",561772.706,7083061.027,0.1,534.49,0.1,533.52,535.51,1.03,281,"woodyWetlands","Gelisols","Geo 7X (H-Star)",20150527,415,2.4,1,"div",40,"DEJU_028561772.7067083061.027","2017DEJU_028561772.706"
"351","DEJU","2017-07",2017,"DEJU_021",561832.638,7082099.011,63.860681,-145.742041,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,1,1.892060814,0.070076326,27,1.868674365,0.071872091,26,0,0,0,0.99730821,0,0.00269179,15.4375,0,0.041666667,0.997322624,15.52083333,1.905526724,0.068054526,28,1.419688133,0.094645876,15,"plot","invaded",0.747663551,0.038050734,1.654470886,6.247,1.921493774,0.05952381,0.94047619,1.443480442,1.157937144,0.38091041,NA,0.345086013,0.71340921,5.464735018,0.345086013,2.37,3.01,"2017DEJU_021561832.638","0000000000000000001d",561832.638,NA,7082099.011,"DEJU_021","DEJU",2017,"2017-07","{""type"":""Point"",""coordinates"":[-145.74203917350943,63.86068130434614]}","DEJU_021561832.6387082099.011","DEJU_021","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.860681,-145.742041,"WGS84","6N",561832.638,7082099.011,0.19,551.61,0.15,550.78,551.88,0.17,98,"evergreenForest","Gelisols","Geo 7X",20150521,455,2.2,1,"bet|cdw|cfc|dhp|div|hbp|vst",40,"DEJU_021561832.6387082099.011","2017DEJU_021561832.638"
"342","DEJU","2017-07",2017,"DEJU_015",561833.304,7083600.246,63.87415,-145.741425,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,2.206626476,0.06129518,36,2.189264945,0.064390145,34,0,0,1,0.999226605,0.000773395,0,53.83333333,0.041666667,0,1,54.02083333,2.206626476,0.06129518,36,1.420084941,0.071004247,20,"plot","not_invaded",0.619047619,0.170426065,0.720521411,6.216,1.436238366,0.099773243,0.900226757,1.156452728,1.866257079,1.041758431,0.777158335,0.298852682,0.909809677,0.967410635,0.298852682,0.32,0.64,"2017DEJU_015561833.304","0000000000000000001e",561833.304,NA,7083600.246,"DEJU_015","DEJU",2017,"2017-07","{""type"":""Point"",""coordinates"":[-145.74142381756405,63.87414778952754]}","DEJU_015561833.3047083600.246","DEJU_015","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.87415,-145.741425,"WGS84","6N",561833.304,7083600.246,0.1,522.11,0.1,520.97,522.91,1.15,61.1,"woodyWetlands","Gelisols","Geo 7X (H-Star)",20150527,1009,2.4,1.1,"bet|bgc|cdw|cfc|dhp|div|hbp|sme|vst",40,"DEJU_015561833.3047083600.246","2017DEJU_015561833.304"
"350","DEJU","2017-07",2017,"DEJU_020",562283.682,7080361.504,63.845012,-145.733569,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,1.759134979,0.050260999,35,1.746678203,0.051372888,34,0,0,0,1,0,0,26.5625,0,0,1,26.625,1.759134979,0.050260999,35,1.393037592,0.081943388,17,"plot","not_invaded",0.731958763,0.040967001,1.740278515,7.58,2.169572775,0.145124717,0.854875283,1.854987381,1.517730221,0.395178793,0.611036607,0.413800388,0.719951038,5.393111643,0.413800388,2.985,3.88,"2017DEJU_020562283.682","0000000000000000001f",562283.682,NA,7080361.504,"DEJU_020","DEJU",2017,"2017-07","{""type"":""Point"",""coordinates"":[-145.7335668815079,63.84501202324433]}","DEJU_020562283.6827080361.504","DEJU_020","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.845012,-145.733569,"WGS84","6N",562283.682,7080361.504,0.1,534.6,0.11,533.68,534.88,0.11,177.7,"woodyWetlands","Entisols","Geo 7X",20150519,340,2.2,1,"cdw|cfc|dhp|div|hbp|vst",40,"DEJU_020562283.6827080361.504","2017DEJU_020562283.682"
"357","DEJU","2018-08",2018,"DEJU_012",559462.286,7088789.479,63.92112,-145.787666,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,1.337174033,0.063674954,21,1.329649386,0.066482469,20,0,0,1,0.998827667,0.001172333,0,53.25,0.0625,0,1,53.3125,1.337174033,0.063674954,21,1.190798026,0.085057002,14,"plot","not_invaded",0.771929825,0.060688201,2.445479058,6.11,2.003596818,0.133786848,0.866213152,1.76740529,1.263422533,0.342921507,0.11309721,0.260746324,0.71645174,4.655143042,0.260746324,3.61,3.94,"2018DEJU_012559462.286","00000000000000000052",559462.286,NA,7088789.479,"DEJU_012","DEJU",2018,"2018-08","{""type"":""Point"",""coordinates"":[-145.7876646954883,63.92111996002454]}","DEJU_012559462.2867088789.479","DEJU_012","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.92112,-145.787666,"WGS84","6N",559462.286,7088789.479,0.1,478.87,0.1,478.25,479.14,0.92,198,"shrubScrub","Inceptisols","Geo 7X (H-Star)",20150520,364,3.3,1.5,"div",40,"DEJU_012559462.2867088789.479","2018DEJU_012559462.286"
"347","DEJU","2018-08",2018,"DEJU_017",559883.25,7084592.01,63.883388,-145.780721,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,0.906160313,0.090616031,10,0.906160313,0.090616031,10,0,0,0,1,0,0,54.04166667,0,0,1,54.04166667,0.906160313,0.090616031,10,0.857365273,0.142894212,6,"plot","not_invaded",0.484848485,0.253613054,0.34703038,3.555,1.151942476,0.05952381,0.94047619,0.671081042,1.125728939,0.62749367,NA,0.31043086,0.759714377,1.72577991,0.31043086,0.61,1.9,"2018DEJU_017559883.25","00000000000000000053",559883.25,NA,7084592.01,"DEJU_017","DEJU",2018,"2018-08","{""type"":""Point"",""coordinates"":[-145.7807218751481,63.883387046910286]}","DEJU_017559883.257084592.01","DEJU_017","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.883388,-145.780721,"WGS84","6N",559883.25,7084592.01,0.1,513.85,0.1,513.62,515,1.2,210,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20150526,305,4.3,2.1,"bet|cdw|cfc|dhp|div|hbp|vst",40,"DEJU_017559883.257084592.01","2018DEJU_017559883.25"
"332","DEJU","2018-08",2018,"DEJU_027",559973.624,7086030.994,63.896283,-145.77832,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,1.218935901,0.1741337,7,1.218935901,0.1741337,7,0,0,0,1,0,0,36.375,0,0,1,36.375,1.218935901,0.1741337,7,1.170921559,0.195153593,6,"plot","not_invaded",0.372093023,0.310259918,2.264992462,5.317,1.822614645,0.052380952,0.947619048,1.689498585,1.248247253,0.355308491,0.086974647,0.311137205,0.670365417,4.802771355,0.311137205,3.2075,3.8,"2018DEJU_027559973.624","00000000000000000054",559973.624,NA,7086030.994,"DEJU_027","DEJU",2018,"2018-08","{""type"":""Point"",""coordinates"":[-145.77831841968026,63.89628276715685]}","DEJU_027559973.6247086030.994","DEJU_027","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.896283,-145.77832,"WGS84","6N",559973.624,7086030.994,0.11,493.86,0.18,493.33,494.63,0.29,159,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20150519,501,3.9,1.9,"div",40,"DEJU_027559973.6247086030.994","2018DEJU_027559973.624"
"354","DEJU","2018-08",2018,"DEJU_024",560182.273,7085010.935,63.887095,-145.77447,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,1.291075249,0.107589604,12,1.236484511,0.123648451,10,0.304636097,0.152318049,2,0.987777778,0.012222222,0,55.5625,0.6875,0,1,56.25,1.291075249,0.107589604,12,1.109437659,0.123270851,9,"plot","not_invaded",0.574712644,0.116954023,0.633868687,5.772,1.613440965,0.102040816,0.897959184,1.0690824,1.486648539,0.477632829,NA,0.39238294,0.721097946,3.696224812,0.39238294,2.465,3.14,"2018DEJU_024560182.273","00000000000000000055",560182.273,NA,7085010.935,"DEJU_024","DEJU",2018,"2018-08","{""type"":""Point"",""coordinates"":[-145.77447021547115,63.88709701898674]}","DEJU_024560182.2737085010.935","DEJU_024","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.887095,-145.77447,"WGS84","6N",560182.273,7085010.935,0.1,504.92,0.1,504.61,505.34,0,0,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20150522,401,2.3,1,"cdw|cfc|dhp|div|hbp|vst",40,"DEJU_024560182.2737085010.935","2018DEJU_024560182.273"
"358","DEJU","2018-08",2018,"DEJU_023",560721.732,7090320.96,63.934644,-145.761389,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,1.314274302,0.219045717,6,1.314274302,0.219045717,6,0,0,0,1,0,0,48.625,0,0,1,48.625,1.314274302,0.219045717,6,1.248162084,0.249632417,5,"plot","not_invaded",0.666666667,0.083333333,0.990229798,7.003,1.584545112,0.102040816,0.897959184,1.388876995,1.883771419,0.989637832,0.102701011,0.373767306,0.922135155,1.176424575,0.373767306,0.46,1.24,"2018DEJU_023560721.732","00000000000000000056",560721.732,NA,7090320.96,"DEJU_023","DEJU",2018,"2018-08","{""type"":""Point"",""coordinates"":[-145.76138721298037,63.93464441351965]}","DEJU_023560721.7327090320.96","DEJU_023","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.934644,-145.761389,"WGS84","6N",560721.732,7090320.96,0.1,451.7,0.1,450.28,452.49,1.43,224,"evergreenForest","Inceptisols","Geo 7X (H-Star)",20150519,352,2.1,1,"bet|cdw|cfc|dhp|div|hbp|vst",40,"DEJU_023560721.7327090320.96","2018DEJU_023560721.732"
"333.1","DEJU","2018-08",2018,"DEJU_009",560933.069,7081260.415,63.853315,-145.760668,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,2.05009972,0.097623796,21,1.998601691,0.105189563,19,0,0,1,0.993055556,0.006944444,0,56.60416667,0.395833333,0,1,57.33333333,2.05009972,0.097623796,21,1.291345398,0.12913454,10,"plot","not_invaded",0.703389831,0.030450474,1.218153453,10.932,1.975898904,0.113378685,0.886621315,1.743704874,2.332907406,0.747130855,2.429327763,0.461089327,0.884075639,2.726609686,0.461089327,1.3,2.9,"2018DEJU_009560933.069","00000000000000000057",560933.069,NA,7081260.415,"DEJU_009","DEJU",2018,"2018-08","{""type"":""Point"",""coordinates"":[-145.76066929771073,63.85331486940584]}","DEJU_009560933.0697081260.415","DEJU_009","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.853315,-145.760668,"WGS84","6N",560933.069,7081260.415,0.1,567.41,0.1,566.23,568.77,0.29,296,"evergreenForest","Gelisols","Geo 7X",20150519,1183,2.4,1.1,"bgc|cdw|cfc|dhp|div|hbp|sme|vst",40,"DEJU_009560933.0697081260.415","2018DEJU_009560933.069"
"345.1","DEJU","2018-08",2018,"DEJU_016",560962.224,7081769.228,63.857875,-145.759874,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,1.794253556,0.094434398,19,1.778728464,0.104631086,17,0.636514168,0.318257084,2,0.997311828,0.002688172,0,69.5625,0.1875,0,1,69.75,1.794253556,0.094434398,19,1.256316898,0.139590766,9,"plot","not_invaded",0.503816794,0.196644036,1.087868895,6.584,2.01186522,0.117913832,0.882086168,1.498991986,2.014283858,0.771341616,0.855580059,0.416577574,0.842419735,2.136613878,0.416577574,0.455,2.68,"2018DEJU_016560962.224","00000000000000000058",560962.224,NA,7081769.228,"DEJU_016","DEJU",2018,"2018-08","{""type"":""Point"",""coordinates"":[-145.75987557772325,63.85787652978351]}","DEJU_016560962.2247081769.228","DEJU_016","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.857875,-145.759874,"WGS84","6N",560962.224,7081769.228,0.17,574.39,0.19,572.82,576.19,2.63,52,"evergreenForest","Gelisols","Geo 7X",20150520,645,2.1,1,"cdw|cfc|dhp|div|hbp|vst",40,"DEJU_016560962.2247081769.228","2018DEJU_016560962.224"
"330","DEJU","2018-08",2018,"DEJU_025",561053.961,7085851.081,63.894482,-145.756391,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,1.161480802,0.0683224,17,1.14545811,0.076363874,15,0.636514168,0.318257084,2,0.997532895,0.002467105,0,75.8125,0.1875,0,1,76,1.161480802,0.0683224,17,0.96786644,0.087987858,11,"plot","not_invaded",0.796610169,0.06779661,0.984318066,4.969,1.988383087,0.108843537,0.891156463,1.287239374,1.125830517,0.330621533,0.368089577,0.322143135,0.545949717,5.239651935,0.322143135,2.8925,3.535,"2018DEJU_025561053.961","00000000000000000059",561053.961,NA,7085851.081,"DEJU_025","DEJU",2018,"2018-08","{""type"":""Point"",""coordinates"":[-145.75639301980047,63.894481290331264]}","DEJU_025561053.9617085851.081","DEJU_025","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.894482,-145.756391,"WGS84","6N",561053.961,7085851.081,0.1,488.45,0.1,487.9,488.74,0,0,"evergreenForest","Inceptisols","Geo 7X",20150526,431,2.2,1.2,"div",40,"DEJU_025561053.9617085851.081","2018DEJU_025561053.961"
"346","DEJU","2018-08",2018,"DEJU_005",561173.012,7086120.236,63.896876,-145.75386,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,1.589324609,0.040751913,39,1.585700338,0.041728956,38,0,0,0,1,0,0,80.16666667,0,0,1,80.20833333,1.589324609,0.040751913,39,1.086038964,0.054301948,20,"plot","not_invaded",0.700564972,0.0724543,0.08955443,4.653,1.04245356,0.10430839,0.89569161,0.366089493,1.625069229,0.620255431,NA,0.347945716,0.798251748,2.932674138,0.347945716,1.62,2.01,"2018DEJU_005561173.012","0000000000000000005a",561173.012,NA,7086120.236,"DEJU_005","DEJU",2018,"2018-08","{""type"":""Point"",""coordinates"":[-145.7538602504021,63.89687582759696]}","DEJU_005561173.0127086120.236","DEJU_005","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.896876,-145.75386,"WGS84","6N",561173.012,7086120.236,0.1,484.21,0.12,483.71,484.21,0,0,"shrubScrub","Inceptisols","Geo 7X",20150519,240,2.1,1,"bet|cdw|cfc|dhp|div|hbp|vst",40,"DEJU_005561173.0127086120.236","2018DEJU_005561173.012"
"334","DEJU","2018-08",2018,"DEJU_010",561202.019,7090651.239,63.937523,-145.751463,"Evergreen Forest, Shrub/Scrub, Woody Wetlands","ESSW",0,0,0,1.545208566,0.090894622,17,1.545208566,0.090894622,17,0,0,0,1,0,0,86.9375,0,0,1,86.9375,1.545208566,0.090894622,17,0.99251917,0.099251917,10,"plot","not_invaded",0.715151515,0.074086153,0.289848485,2.15,1.119256498,0.102040816,0.897959184,0.448226765,0.755763799,0.624573001,0.026013376,0.240016627,0.859590636,1.054438867,0.240016627,0.54,1.21,"2018DEJU_010561202.019","0000000000000000005b",561202.019,NA,7090651.239,"DEJU_010","DEJU",2018,"2018-08","{""type"":""Point"",""coordinates"":[-145.75146125403538,63.93752499280017]}","DEJU_010561202.0197090651.239","DEJU_010","41","unitedStates","AK","Southeast Fairbanks Census Area","Taiga","D19","Delta Junction NEON","DEJU","distributed","basePlot",NA,1600,"40m x 40m",63.937523,-145.751463,"WGS84","6N",561202.019,7090651.239,0.1,444.38,0.1,444.12,444.83,0,0,"shrubScrub","Inceptisols","Geo 7X",20150514,262,1.7,0.8,"cdw|cfc|dhp|div|hbp|vst",40,"DEJU_010561202.0197090651.239","2018DEJU_010561202.019"
